ledger_id,employee_id,plan_code,plan_name,period,opening_balance,accrued_days,taken_days,adjusted_days,closing_balance,max_entitlement,last_updated,updated_by,ledger_status
LDGR6LYS7P8Z,EMP00196,BL-PLAN-08,Bereavement Leave,2023-Q3,7.83,3.77,5.6,2.92,8.92,25,2023-03-03,EMP00005,Final
LDGCYZ6H92G6,EMP00650,ML-PLAN-04,Maternity Leave,INVALID-PERIOD,,2.73,2.87,-1.11,-5.0,18,2023-02-25,EMP00044,Revised
LDG96IH74ILP,,SL-PLAN-02,Sick Leave,2023-Q4,6.07,5.45,10.24,1.99,3.27,30,2024-06-05,EMP00013,Final
LDG8NH0SPAP1,EMP00326,AL-PLAN-01,Annual Leave,2024-Q2,20.61,7.06,23.52,-0.32,3.83,25,2023-04-03,EMP00039,Final
LDGQPJBV2PGZ,EMP00305,PL-PLAN-05,Paternity Leave,2024-Q3,13.55,3.3,10.88,0.28,6.25,30,2023-09-01,EMP00050,Revised
LDGIB745LBK4,EMP00099,BL-PLAN-08,Bereavement Leave,2024-Q1,0.21,5.66,5.12,1.95,2.7,30,2023-04-18,EMP00008,Draft
LDGK3TA7C0KM,EMP00679,SL-PLAN-02,Sick Leave,2025-Q1,14.52,-5.0,6.95,2.62,18.58,25,2023-04-09,EMP00039,Draft
LDGQGTTFHO03,EMP00375,ML-PLAN-04,Maternity Leave,2024-Q2,5.69,8.36,10.84,-2.93,0.28,20,2024-08-22,EMP00039,Draft
LDGHANQB06QU,EMP00575,AL-PLAN-01,Annual Leave,2023-Q3,12.47,8.95,17.38,0.26,4.3,30,2023-10-09,EMP00005,Final
LDGFWVRQXZEQ,EMP00635,UL-PLAN-07,Unpaid Leave,2023-Q3,17.86,9.16,19.71,-2.92,4.39,25,2024-08-09,EMP00039,Draft
LDGUTEW0W9HF,EMP00170,CO-PLAN-06,Compensatory Off,2023-Q3,8.86,3.84,10.57,-1.19,-1.94,18,2024-04-26,EMP00045,Final
LDG1EQX1G848,EMP00333,PL-PLAN-05,Paternity Leave,2023-Q1,17.03,5.85,17.69,-1.56,3.63,30,2024-05-10,EMP00046,Final
LDGATS7UFHJX,EMP00212,BL-PLAN-08,Bereavement Leave,2024-Q3,0.44,2.13,1.44,-1.49,-0.36,30,2024-04-14,EMP00012,Draft
LDGCE8YD1K35,EMP00464,SL-PLAN-02,Sick Leave,2023-Q3,9.84,1.87,5.2,-1.64,4.87,15,2024-06-16,EMP00046,Draft
LDG9Q1U7JXY7,EMP00033,BL-PLAN-08,Bereavement Leave,2024-Q1,12.24,1.88,4.11,1.3,11.31,20,2023-04-21,EMP00036,Final
LDGPWJOLDMP0,,UL-PLAN-07,Unpaid Leave,2023-Q3,24.81,2.61,24.63,0.48,3.27,15,2025-05-17,EMP00019,Final
LDG3JNA5OUOH,EMP00410,CO-PLAN-06,Compensatory Off,2023-Q3,19.21,7.27,46.480000000000004,0.9,24.96,20,2023-11-08,EMP00032,Draft
LDG7KJRTUQ43,EMP00288,BL-PLAN-08,Bereavement Leave,2025-Q1,13.83,5.33,9.45,1.07,10.78,18,2023-08-20,EMP00045,Final
LDGY6YYS8IQ8,EMP00008,BL-PLAN-08,Bereavement Leave,2024-Q2,16.16,2.9,7.13,-1.78,10.15,25,2023-01-29,EMP00031,Final
LDGT9WOACODD,EMP00053,CL-PLAN-03,Casual Leave,2024-Q2,21.4,9.75,25.74,-1.06,42.0,25,2023-06-13,EMP00035,Revised
LDGMU0C2GX78,EMP00471,PL-PLAN-05,Paternity Leave,2023-Q3,8.38,0.12,3.94,1.79,6.35,18,2024-04-15,EMP00028,Final
LDGRWU59452T,EMP00415,CO-PLAN-06,Compensatory Off,2023-Q3,4.94,9.45,4.69,0.23,9.93,15,2025-06-20,EMP00028,Final
LDGR79HN133C,EMP00552,SL-PLAN-02,Sick Leave,2024-Q3,21.64,2.5,11.1,-1.56,11.48,20,2024-03-30,EMP00035,Final
LDG8821850RZ,EMP00712,PL-PLAN-05,Paternity Leave,2025-Q1,1.38,-5.0,3.03,-1.31,4.57,21,2024-01-14,EMP00017,Revised
LDGVGCBW6LG7,EMP00730,CL-PLAN-03,Casual Leave,2024-Q2,6.69,7.19,10.01,-2.89,0.98,15,2023-03-24,EMP00006,Final
LDG2J7VLQ20V,EMP00025,UL-PLAN-07,Unpaid Leave,2023-Q4,17.07,1.98,13.52,1.53,7.06,30,2024-08-03,EMP00041,Final
LDGQWHK78KCV,EMP00028,CO-PLAN-06,Compensatory Off,INVALID-PERIOD,22.8,5.44,14.58,-2.9,10.76,15,2025-03-10,EMP00022,Final
LDG4R1ED1NFU,EMP00680,PL-PLAN-05,Paternity Leave,2023-Q1,0.3,3.0,1.47,-2.59,-0.76,15,2023-10-27,EMP00018,Final
LDGRHJLPJAMB,,AL-PLAN-01,Annual Leave,2023-Q4,13.73,3.55,11.29,-1.37,-5.62,25,2024-03-29,EMP00004,Revised
LDGJTNYWEOF2,EMP00731,BL-PLAN-08,Bereavement Leave,2023-Q2,9.32,5.3,11.36,-1.27,1.99,21,2024-10-29,EMP00028,Revised
LDGQ4L9VVHO3,EMP00603,CL-PLAN-03,Casual Leave,2023-Q3,15.89,0.47,5.17,2.86,14.05,30,2023-05-30,EMP00027,Revised
LDG8MKD07MPI,EMP00503,CO-PLAN-06,Compensatory Off,2025-Q1,3.96,5.72,1.64,2.39,10.43,18,2024-01-03,EMP00044,Draft
LDG0DG8XIBB7,EMP00185,AL-PLAN-01,Annual Leave,2024-Q4,0.78,6.24,2.3,2.02,6.74,30,2025-02-26,EMP00047,Final
LDGG232ZN97C,EMP00172,SL-PLAN-02,Sick Leave,2023-Q2,7.54,8.69,3.19,1.39,14.43,25,2023-05-31,EMP00030,Final
LDGSZMJUQ5EQ,EMP00113,AL-PLAN-01,Annual Leave,2023-Q1,14.42,6.91,2.21,2.54,21.66,30,2024-02-09,EMP00017,Draft
LDG9DQLUIP8J,EMP00561,CL-PLAN-03,Casual Leave,2023-Q3,11.65,1.52,6.8,0.78,7.15,30,2023-06-24,EMP00005,Final
LDG0XEDYQU37,EMP00254,BL-PLAN-08,Bereavement Leave,2023-Q2,24.67,7.8,8.15,-2.85,21.47,20,2024-05-14,EMP00043,Final
LDG963MNP4KO,EMP00405,SL-PLAN-02,Sick Leave,2024-Q2,24.9,7.88,21.16,2.14,-14.76,20,2025-02-25,EMP00047,Final
LDGNI4SYRLBA,EMP00007,BL-PLAN-08,Bereavement Leave,2023-Q1,18.22,7.69,2.92,1.81,24.8,20,2024-10-03,EMP00021,Draft
LDGXP3RFWQYI,EMP00614,ML-PLAN-04,Maternity Leave,2024-Q1,7.4,3.8,10.56,-1.79,-1.15,25,2025-05-19,EMP00044,Final
LDG0MVOKHCYZ,EMP00387,BL-PLAN-08,Bereavement Leave,2024-Q4,8.43,-5.0,4.78,-1.02,48.0,18,2024-04-25,EMP00014,Draft
LDGY0ZT8OW73,,ML-PLAN-04,Maternity Leave,2024-Q2,3.72,7.78,10.64,-2.81,-1.95,30,2023-11-06,EMP00021,Final
LDGYBBIRBO76,EMP00652,AL-PLAN-01,Annual Leave,2023-Q4,2.56,8.18,10.43,0.5,0.81,21,2025-01-25,EMP00011,Revised
LDG8DP4FYJHV,EMP00386,CL-PLAN-03,Casual Leave,2023-Q1,17.73,1.47,4.02,-1.19,13.99,20,2023-08-20,EMP00017,Final
LDGL3P9L1BUC,EMP00013,ML-PLAN-04,Maternity Leave,2024-Q2,23.95,3.52,12.34,2.36,17.49,30,2023-07-18,EMP00003,Final
LDG42EVYZXSM,EMP00790,CO-PLAN-06,Compensatory Off,2024-Q2,23.74,0.63,21.72,-2.73,-0.08,21,2023-01-09,EMP00003,Revised
LDG98YEMYBNA,EMP00765,ML-PLAN-04,Maternity Leave,2023-Q1,,9.57,51.31,1.69,-13.97,20,2025-02-02,EMP00010,Revised
LDGG0XGDA1TL,EMP00152,PL-PLAN-05,Paternity Leave,2024-Q4,18.39,1.77,0.24,-2.43,17.49,25,2023-03-18,EMP00007,Final
LDGYTRE6PDIF,EMP00122,CL-PLAN-03,Casual Leave,2023-Q2,13.37,3.52,15.29,-1.38,0.22,18,2024-11-10,EMP00034,Final
LDGCSDOPDHDO,EMP00355,PL-PLAN-05,Paternity Leave,2024-Q2,18.05,6.63,9.88,2.63,17.43,30,2023-02-05,EMP00024,Final
LDGDI440SQYL,EMP00323,ML-PLAN-04,Maternity Leave,2024-Q2,17.42,0.16,12.09,1.67,7.16,20,2023-12-31,EMP00019,Final
LDGT6QJINCEC,EMP00436,AL-PLAN-01,Annual Leave,INVALID-PERIOD,2.92,0.37,2.76,1.67,2.2,18,2023-06-07,EMP00045,Final
LDG4XJZRPZI5,EMP00780,BL-PLAN-08,Bereavement Leave,2025-Q1,3.26,7.92,1.75,-0.21,9.22,18,2024-03-22,EMP00004,Final
LDGWERJWMFVO,EMP00111,CO-PLAN-06,Compensatory Off,2023-Q4,15.45,2.2,4.2,2.18,15.63,25,2024-09-15,EMP00006,Final
LDGE5ZNOZFA5,,AL-PLAN-01,Annual Leave,2024-Q3,15.01,8.25,11.23,-2.57,9.46,20,2024-08-17,EMP00023,Final
LDG078NIROXX,EMP00589,CL-PLAN-03,Casual Leave,2025-Q1,19.4,0.18,10.94,-0.24,-9.4,18,2025-05-16,EMP00037,Draft
LDGGN5SLWA8K,EMP00161,SL-PLAN-02,Sick Leave,2024-Q2,22.88,1.13,17.75,2.42,8.68,25,2024-11-05,EMP00022,Final
LDGETOWMR2BN,EMP00519,SL-PLAN-02,Sick Leave,2023-Q4,0.22,-5.0,4.48,-1.17,0.47,21,2024-06-10,EMP00018,Final
LDGRUIEHHS4L,EMP00570,PL-PLAN-05,Paternity Leave,2024-Q4,23.56,9.29,2.83,0.81,30.83,20,2024-10-02,EMP00007,Revised
LDG9SVNHQVKQ,EMP00554,SL-PLAN-02,Sick Leave,2024-Q3,16.17,2.96,10.7,1.45,9.88,30,2023-12-29,EMP00031,Draft
LDG5IEOEE9LO,EMP00608,BL-PLAN-08,Bereavement Leave,2024-Q3,10.75,3.19,3.71,-2.81,7.42,18,2023-01-29,EMP00008,Final
LDGGREPXA5RE,EMP00289,CO-PLAN-06,Compensatory Off,2025-Q1,0.37,9.01,1.38,2.92,48.0,20,2024-08-31,EMP00048,Final
LDGCWDZ6GML3,EMP00281,CO-PLAN-06,Compensatory Off,2023-Q4,22.51,1.69,5.51,-2.07,16.62,18,2025-04-03,EMP00047,Revised
LDG8UZU6APLR,EMP00188,ML-PLAN-04,Maternity Leave,2023-Q1,11.43,7.6,16.94,2.74,4.83,25,2023-08-24,EMP00006,Final
LDG6T05C1G5L,EMP00616,AL-PLAN-01,Annual Leave,2023-Q2,22.03,1.38,11.66,-2.72,-10.03,18,2024-07-06,EMP00042,Final
LDG304KZMT0P,EMP00443,ML-PLAN-04,Maternity Leave,2023-Q1,5.53,0.01,5.3,-0.17,0.07,30,2024-03-09,EMP00022,Revised
LDGGZ9T1XVMV,EMP00075,PL-PLAN-05,Paternity Leave,2024-Q3,11.36,4.75,10.78,1.03,6.36,25,2023-03-04,EMP00015,Final
LDG8U5EW1G6N,,AL-PLAN-01,Annual Leave,2024-Q3,13.07,9.43,12.39,-1.08,9.03,15,2025-01-09,EMP00004,Final
LDG0HNXYEH8O,EMP00137,PL-PLAN-05,Paternity Leave,2023-Q4,14.66,2.88,0.78,0.4,17.16,25,2023-11-12,EMP00032,Final
LDGWVMT0Y7FK,EMP00555,AL-PLAN-01,Annual Leave,2024-Q3,12.14,9.96,10.26,-0.25,11.59,20,2023-12-13,EMP00049,Final
LDGBDIIMBJ93,EMP00583,SL-PLAN-02,Sick Leave,2023-Q1,0.82,7.96,2.05,1.2,7.93,25,2024-05-24,EMP00017,Final
LDG38Z8XUIE5,EMP00240,PL-PLAN-05,Paternity Leave,2024-Q1,9.35,7.9,6.54,2.51,13.22,25,2023-03-19,EMP00049,Draft
LDGWWOZ17JJT,EMP00086,UL-PLAN-07,Unpaid Leave,2023-Q2,18.27,4.81,12.98,2.84,12.94,25,2024-02-24,EMP00034,Final
LDGDVD2AZIM2,EMP00671,CO-PLAN-06,Compensatory Off,2024-Q1,14.45,9.62,13.85,2.55,-13.77,21,2024-06-18,EMP00017,Final
LDGT2FOZKAK5,EMP00568,AL-PLAN-01,Annual Leave,2023-Q1,23.04,-5.0,23.39,0.63,3.79,18,2025-05-28,EMP00015,Revised
LDGKFNNOVBFN,EMP00604,BL-PLAN-08,Bereavement Leave,2024-Q1,23.53,2.46,4.44,1.98,23.53,18,2024-12-07,EMP00024,Draft
LDGB4KR7FBP7,EMP00417,SL-PLAN-02,Sick Leave,INVALID-PERIOD,11.67,0.83,32.5,0.53,0.6,18,2024-02-03,EMP00029,Revised
LDGFFJ9AV1RP,EMP00231,BL-PLAN-08,Bereavement Leave,2025-Q1,5.93,6.12,11.15,1.44,2.34,20,2024-08-23,EMP00026,Final
LDG8NS5ZHDLB,EMP00247,BL-PLAN-08,Bereavement Leave,2024-Q2,2.77,1.92,2.66,2.86,4.89,21,2023-01-02,EMP00042,Draft
LDGEC88BVG6A,EMP00097,BL-PLAN-08,Bereavement Leave,2024-Q2,22.81,4.71,5.29,-2.09,20.14,25,2024-01-27,EMP00007,Draft
LDG8TV57HXDH,,AL-PLAN-01,Annual Leave,2024-Q1,8.06,0.59,3.35,-0.49,4.81,25,2023-11-27,EMP00029,Final
LDGY7XT5CYT3,EMP00395,UL-PLAN-07,Unpaid Leave,2023-Q1,15.24,4.26,17.02,1.76,4.24,30,2025-02-05,EMP00018,Draft
LDG73AIAGK3H,EMP00006,AL-PLAN-01,Annual Leave,2024-Q4,19.09,2.84,16.82,1.55,40.0,15,2023-11-27,EMP00007,Final
LDGRXX6DATQG,EMP00387,SL-PLAN-02,Sick Leave,2023-Q1,18.41,7.38,18.86,0.66,7.59,15,2024-03-07,EMP00026,Revised
LDGRQMDN5HNA,EMP00018,AL-PLAN-01,Annual Leave,2024-Q2,0.08,3.13,0.16,-2.94,0.11,30,2025-05-08,EMP00042,Final
LDG7R1HLXDBR,EMP00659,CL-PLAN-03,Casual Leave,2023-Q2,2.53,1.89,3.6,0.96,1.78,18,2024-11-13,EMP00031,Draft
LDGFIBG6906M,EMP00273,AL-PLAN-01,Annual Leave,2024-Q1,18.43,7.67,15.92,2.51,12.69,18,2024-07-15,EMP00045,Revised
LDG5NNIFWZEA,EMP00012,AL-PLAN-01,Annual Leave,2023-Q1,6.17,8.22,5.07,-1.25,8.07,21,2024-12-22,EMP00016,Final
LDGMFM9ROMDP,EMP00101,SL-PLAN-02,Sick Leave,2023-Q4,17.49,2.33,16.5,1.72,5.04,20,2023-03-31,EMP00027,Final
LDGNH2QZA8HX,EMP00415,UL-PLAN-07,Unpaid Leave,2024-Q3,10.37,6.74,6.55,-0.78,9.78,15,2025-03-08,EMP00035,Revised
LDGWH10SA2I3,EMP00141,CO-PLAN-06,Compensatory Off,2024-Q2,19.82,8.18,3.69,-0.72,23.59,20,2023-02-07,EMP00039,Draft
LDGZ2XK6SV6I,EMP00800,SL-PLAN-02,Sick Leave,2024-Q3,,-5.0,0.63,-2.74,-12.82,20,2025-06-04,EMP00043,Final
LDGPAN6HKUXW,EMP00222,CO-PLAN-06,Compensatory Off,2025-Q1,22.93,0.13,16.62,0.02,6.46,20,2024-01-06,EMP00020,Draft
LDGX1JAX9I85,,PL-PLAN-05,Paternity Leave,2024-Q2,6.17,0.08,2.34,0.27,4.18,25,2024-11-06,EMP00005,Revised
LDGCH5GQI5XX,EMP00447,AL-PLAN-01,Annual Leave,2023-Q3,10.39,7.07,6.16,0.91,12.21,25,2024-01-21,EMP00006,Final
LDG34K6X2BKQ,EMP00701,AL-PLAN-01,Annual Leave,2025-Q1,4.81,1.89,6.7,-0.71,-0.71,30,2024-07-18,EMP00004,Final
LDGOCESGO53P,EMP00433,CL-PLAN-03,Casual Leave,2023-Q3,12.92,3.63,15.47,-0.92,0.16,18,2023-06-06,EMP00048,Revised
LDGMYOO9N4JO,EMP00510,CO-PLAN-06,Compensatory Off,2025-Q1,22.31,5.01,3.56,1.24,25.0,20,2023-07-18,EMP00014,Final
LDGT5ANGWUOD,EMP00798,BL-PLAN-08,Bereavement Leave,2024-Q1,11.99,3.27,12.19,-0.15,2.92,30,2024-01-21,EMP00038,Draft
LDGITMIY3QIQ,EMP00667,CL-PLAN-03,Casual Leave,2023-Q3,23.6,0.04,19.22,-0.36,4.06,21,2023-12-03,EMP00019,Revised
LDG95S2YGFN9,EMP00379,CO-PLAN-06,Compensatory Off,2023-Q1,23.64,7.58,9.78,-0.02,-22.42,30,2024-06-13,EMP00025,Final
LDGGL73RQTB0,EMP00441,ML-PLAN-04,Maternity Leave,INVALID-PERIOD,14.34,1.08,2.74,2.69,15.37,21,2025-05-22,EMP00019,Final
LDGR30ZB1RB6,EMP00482,AL-PLAN-01,Annual Leave,2024-Q1,9.91,5.6,1.4,-2.2,11.91,21,2024-12-19,EMP00002,Final
LDGBIWN8OURL,EMP00197,SL-PLAN-02,Sick Leave,2024-Q1,6.22,2.27,5.5,2.31,37.0,21,2025-04-14,EMP00046,Draft
LDG7KDEZXEJK,EMP00328,UL-PLAN-07,Unpaid Leave,2023-Q2,19.2,2.12,14.85,0.7,7.17,18,2023-09-07,EMP00005,Final
LDGJ4RLXCVIH,EMP00650,BL-PLAN-08,Bereavement Leave,2024-Q3,10.25,9.68,3.12,-2.15,14.66,20,2024-03-04,EMP00021,Final
LDGE7Z9DIM0R,,PL-PLAN-05,Paternity Leave,2023-Q4,17.14,6.24,43.38,2.53,9.71,15,2024-10-21,EMP00004,Draft
LDGUWFV1G3OF,EMP00496,BL-PLAN-08,Bereavement Leave,2023-Q4,19.27,0.94,13.1,0.86,7.97,18,2023-12-25,EMP00011,Draft
LDGC9867E1KQ,EMP00214,AL-PLAN-01,Annual Leave,2024-Q3,20.96,-5.0,11.4,2.56,22.02,30,2024-11-19,EMP00027,Final
LDG9VTFU7M6B,EMP00140,UL-PLAN-07,Unpaid Leave,2023-Q4,4.99,0.77,0.48,0.53,-6.81,25,2024-03-07,EMP00049,Final
LDGAMQ9NTW1L,EMP00485,PL-PLAN-05,Paternity Leave,2023-Q1,20.8,5.27,17.5,1.08,9.65,20,2025-02-20,EMP00044,Final
LDGF6UANKP1V,EMP00288,CL-PLAN-03,Casual Leave,2025-Q1,19.57,1.58,19.84,0.08,1.39,15,2023-11-09,EMP00012,Draft
LDGZLXJQ358D,EMP00679,ML-PLAN-04,Maternity Leave,2024-Q3,21.49,2.14,15.34,-0.53,7.76,15,2024-03-12,EMP00036,Final
LDG7VAEG4RXK,EMP00237,SL-PLAN-02,Sick Leave,2025-Q1,2.42,2.46,0.18,2.8,7.5,30,2023-04-17,EMP00036,Draft
LDGYBK1X88IG,EMP00464,PL-PLAN-05,Paternity Leave,2023-Q1,9.52,0.62,8.44,0.32,2.02,30,2023-09-09,EMP00018,Final
LDGPSITIASEZ,EMP00116,PL-PLAN-05,Paternity Leave,2023-Q1,0.59,6.66,2.34,2.49,7.4,18,2023-11-12,EMP00022,Revised
LDGJO3H9T87G,EMP00552,AL-PLAN-01,Annual Leave,2023-Q1,1.48,7.3,0.2,0.06,8.64,21,2023-04-11,EMP00038,Final
LDGYTTSDZ3QC,EMP00056,PL-PLAN-05,Paternity Leave,2023-Q3,9.81,2.57,2.69,-1.14,8.55,21,2023-02-08,EMP00035,Revised
LDGANVB48EP7,EMP00322,SL-PLAN-02,Sick Leave,2023-Q3,1.68,8.48,0.23,-1.87,-9.06,15,2025-03-19,EMP00019,Final
LDGQIF21D37E,,BL-PLAN-08,Bereavement Leave,2024-Q2,23.94,3.81,5.52,-2.56,19.67,18,2024-10-19,EMP00017,Revised
LDG8UJNTZVZB,EMP00251,CL-PLAN-03,Casual Leave,2023-Q4,4.69,6.16,3.98,1.38,8.25,30,2023-08-17,EMP00001,Final
LDGSF6OXD5NN,EMP00713,PL-PLAN-05,Paternity Leave,2023-Q3,20.52,4.24,6.76,-1.4,16.6,30,2024-02-24,EMP00041,Revised
LDGM1ZG5TNRX,EMP00749,CO-PLAN-06,Compensatory Off,2024-Q1,22.76,1.82,16.32,-1.06,7.2,25,2023-08-02,EMP00022,Final
LDGBGP1DI6ZU,EMP00222,ML-PLAN-04,Maternity Leave,2023-Q3,9.92,2.72,12.26,-1.01,-0.63,25,2025-01-27,EMP00016,Revised
LDGADPWVWPKP,EMP00440,AL-PLAN-01,Annual Leave,2025-Q1,15.03,1.58,9.16,-1.09,37.0,18,2025-03-19,EMP00020,Final
LDGHDK3I6B8H,EMP00674,CL-PLAN-03,Casual Leave,2024-Q4,14.0,-5.0,7.26,0.58,16.4,20,2023-05-26,EMP00014,Final
LDG641I7AGJY,EMP00654,CO-PLAN-06,Compensatory Off,INVALID-PERIOD,12.21,3.2,7.79,-0.61,7.01,18,2024-06-11,EMP00024,Final
LDGFEKOL9EHX,EMP00250,CO-PLAN-06,Compensatory Off,2023-Q1,2.36,5.84,3.87,-0.8,-4.529999999999999,15,2024-07-22,EMP00025,Draft
LDGITX4EGEOD,EMP00795,ML-PLAN-04,Maternity Leave,2023-Q4,11.67,1.84,10.35,1.83,4.99,18,2024-05-19,EMP00032,Draft
LDGLYYQTGUSG,EMP00332,UL-PLAN-07,Unpaid Leave,2024-Q4,9.02,7.79,14.1,-0.21,2.5,30,2023-11-28,EMP00004,Final
LDGUI6DNN7ED,EMP00357,UL-PLAN-07,Unpaid Leave,2025-Q1,8.87,2.55,6.54,-2.86,2.02,20,2023-02-13,EMP00040,Revised
LDGWFTGTJ0UD,EMP00344,CL-PLAN-03,Casual Leave,2024-Q2,5.93,2.43,3.45,2.57,7.48,20,2023-12-21,EMP00049,Revised
LDGXZNTWU6K2,,AL-PLAN-01,Annual Leave,2024-Q2,24.56,4.81,9.58,0.67,20.46,18,2023-04-12,EMP00002,Draft
LDG256VL4FQ5,EMP00234,UL-PLAN-07,Unpaid Leave,2023-Q3,22.55,8.23,5.23,-0.1,25.45,21,2023-08-10,EMP00026,Final
LDG28DHAKROD,EMP00797,UL-PLAN-07,Unpaid Leave,2024-Q4,6.17,7.81,3.02,2.5,13.46,20,2025-03-05,EMP00032,Final
LDGGZUZLF2A6,EMP00358,CO-PLAN-06,Compensatory Off,2023-Q1,22.44,5.11,17.11,0.01,10.45,18,2025-06-27,EMP00024,Final
LDGVYUA68QHJ,EMP00071,PL-PLAN-05,Paternity Leave,2024-Q1,,2.69,23.62,-2.83,-3.57,20,2023-06-13,EMP00032,Final
LDGGO9U9XB55,EMP00259,CL-PLAN-03,Casual Leave,2023-Q1,6.07,7.95,2.02,-1.7,10.3,15,2023-02-24,EMP00012,Draft
LDG8VOPBQ1FT,EMP00623,SL-PLAN-02,Sick Leave,2023-Q1,21.56,6.84,21.01,-1.22,6.17,15,2023-11-08,EMP00050,Final
LDGJ6C5GSPFV,EMP00125,UL-PLAN-07,Unpaid Leave,2024-Q1,23.14,1.62,6.19,1.37,19.94,30,2024-05-06,EMP00014,Final
LDGC3ZCLLIPP,EMP00356,BL-PLAN-08,Bereavement Leave,2024-Q3,3.2,3.63,5.08,-0.45,1.3,15,2025-05-23,EMP00047,Final
LDGXYKX5YQ4H,EMP00394,CO-PLAN-06,Compensatory Off,2023-Q4,1.94,6.71,4.76,0.35,4.24,25,2025-05-26,EMP00003,Draft
LDG3EFQO1XNG,EMP00450,ML-PLAN-04,Maternity Leave,2023-Q1,4.54,-5.0,7.7,1.66,4.48,25,2025-05-14,EMP00036,Revised
LDGGDRZ7AGCZ,EMP00598,ML-PLAN-04,Maternity Leave,2023-Q3,3.59,7.85,1.42,-0.9,9.12,18,2024-05-26,EMP00024,Revised
LDGNZ00ZLMEY,EMP00018,PL-PLAN-05,Paternity Leave,2024-Q2,24.61,4.81,10.11,2.71,22.02,25,2024-04-07,EMP00046,Final
LDGZTGV3W2MQ,,PL-PLAN-05,Paternity Leave,2024-Q1,18.96,1.72,16.98,2.42,28.0,18,2024-11-12,EMP00030,Final
LDGM8FYUPXWS,EMP00231,UL-PLAN-07,Unpaid Leave,2023-Q1,1.66,8.71,1.16,-0.81,8.4,21,2024-08-24,EMP00028,Final
LDG6RLJZVZ2T,EMP00164,CO-PLAN-06,Compensatory Off,2024-Q3,4.14,5.35,4.01,2.76,8.24,15,2023-11-21,EMP00034,Revised
LDG9Q92F4JKX,EMP00028,BL-PLAN-08,Bereavement Leave,2024-Q3,16.67,7.87,14.94,0.7,10.3,30,2023-07-20,EMP00050,Final
LDGOGU8EETTZ,EMP00561,CL-PLAN-03,Casual Leave,2024-Q3,23.79,6.6,7.7,1.7,24.39,21,2024-08-10,EMP00035,Draft
LDGHNRX67BX7,EMP00267,SL-PLAN-02,Sick Leave,2023-Q1,3.2,6.96,9.91,0.34,0.59,21,2023-11-08,EMP00044,Final
LDG40RHAKALO,EMP00272,CL-PLAN-03,Casual Leave,INVALID-PERIOD,21.63,5.89,13.65,-1.68,12.19,25,2023-11-14,EMP00001,Final
LDGH38QQWT12,EMP00294,BL-PLAN-08,Bereavement Leave,2023-Q4,4.82,4.5,1.82,0.53,8.03,30,2024-12-06,EMP00011,Revised
LDGMQH6KQLQK,EMP00437,PL-PLAN-05,Paternity Leave,2024-Q1,4.25,8.57,12.12,1.43,2.13,30,2023-05-16,EMP00048,Final
LDG7EESSXTY0,EMP00344,BL-PLAN-08,Bereavement Leave,2024-Q1,3.6,5.01,2.08,-2.76,-4.77,21,2024-01-16,EMP00030,Final
LDGGV0SYOCBQ,EMP00277,PL-PLAN-05,Paternity Leave,2023-Q4,15.68,5.4,6.86,1.79,16.01,15,2023-10-20,EMP00014,Final
LDGTGZCKF29N,EMP00799,PL-PLAN-05,Paternity Leave,2023-Q3,20.43,0.51,6.02,-1.82,13.1,18,2023-07-28,EMP00036,Draft
LDGI4BO5VZ8A,EMP00409,CO-PLAN-06,Compensatory Off,2024-Q3,11.04,6.99,0.78,2.18,19.43,18,2023-11-17,EMP00022,Final
LDGB5WBVMM7F,,UL-PLAN-07,Unpaid Leave,2024-Q2,14.56,8.47,21.72,1.08,2.39,25,2025-03-25,EMP00012,Draft
LDGA3SH8SLHR,EMP00413,AL-PLAN-01,Annual Leave,2023-Q4,12.15,-5.0,9.23,0.56,12.03,30,2023-02-09,EMP00048,Revised
LDGK1NFLU801,EMP00076,UL-PLAN-07,Unpaid Leave,2023-Q4,18.19,3.31,2.62,-2.23,16.65,30,2025-06-07,EMP00008,Draft
LDGA24BGECC4,EMP00439,SL-PLAN-02,Sick Leave,2024-Q3,22.59,7.81,19.66,-1.68,9.06,25,2025-02-18,EMP00050,Final
LDGHJPUJA533,EMP00434,AL-PLAN-01,Annual Leave,2024-Q2,13.07,6.98,15.64,-0.17,4.24,15,2024-01-15,EMP00021,Draft
LDG88U3F0ZP7,EMP00112,CL-PLAN-03,Casual Leave,2023-Q4,1.95,9.46,8.31,-0.65,-3.45,21,2023-10-28,EMP00033,Revised
LDG7AAWZRJ6E,EMP00177,BL-PLAN-08,Bereavement Leave,2025-Q1,23.08,3.63,23.82,-2.95,-0.06,25,2023-09-23,EMP00018,Revised
LDGI7Z7ZG3C6,EMP00640,AL-PLAN-01,Annual Leave,2024-Q3,19.54,1.96,16.84,2.22,6.88,18,2023-04-27,EMP00003,Draft
LDGUSD5NVNY0,EMP00460,ML-PLAN-04,Maternity Leave,2024-Q3,24.76,9.18,53.94,-1.42,53.0,30,2024-09-08,EMP00026,Revised
LDGXD27DNFFL,EMP00473,ML-PLAN-04,Maternity Leave,2025-Q1,17.62,9.62,2.26,2.21,27.19,20,2023-04-13,EMP00032,Final
LDG0UN8IPNIN,EMP00169,ML-PLAN-04,Maternity Leave,2024-Q3,17.28,8.75,0.39,2.93,28.57,21,2023-09-23,EMP00025,Final
