enrollment_id,employee_id,plan_id,plan_name,plan_code,plan_category,accrual_frequency,effective_start,effective_end,enrolled_by,enrollment_date,enrollment_status,annual_entitlement,carryover_allowed,max_carryover_days
ENROKVJFXJO,EMP00054,PLN6728,Casual Leave,CL-PLAN-03,Unpaid,Annual,2022-08-21,2025-08-20,EMP00007,2022-08-21,Pending,15,No,15.0
ENRFIDPOUYN,EMP00055,PLN2014,Casual Leave,CL-PLAN-03,Statutory,One-Time,2023-02-22,2023-01-23,EMP00047,2023-02-22,Inactive,25,No,15.0
ENRFRVJGJ64,EMP00055,PLN2218,Compensatory Off,CO-PLAN-06,Paid,One-Time,2021-02-15,2021-01-16,EMP00041,2021-02-15,Active,18,Yes,15.0
ENRI80E89KG,EMP00055,PLN8486,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,2020-10-27,2020-09-27,EMP00025,2020-10-27,Terminated,18,Yes,15.0
ENRVBDNLLZN,EMP00055,PLN6059,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2021-06-26,2021-05-27,EMP00007,2021-06-26,Terminated,12,No,0.0
ENRNUIJL46M,EMP00056,PLN7055,Paternity Leave,PL-PLAN-05,Unpaid,Monthly,2023-06-24,2026-06-23,EMP00041,2023-06-24,Terminated,25,Yes,10.0
ENRJHB5UHJG,EMP00056,PLN1561,Casual Leave,CL-PLAN-03,Statutory,Monthly,2021-06-26,2022-06-26,EMP00013,2021-06-26,Pending,10,Yes,10.0
ENRCJNER0SA,EMP00057,,Unpaid Leave,UL-PLAN-07,Paid,Annual,2020-10-09,2022-10-09,EMP00023,2020-10-09,Pending,30,Yes,10.0
ENR8W7VEZYN,EMP00057,,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2022-06-17,2025-06-16,EMP00040,2022-06-17,Pending,15,Yes,0.0
ENRNG26P6U8,EMP00058,PLN8851,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2020-01-13,2022-01-12,EMP00034,2020-01-13,Inactive,18,Yes,10.0
ENRG3FYAVTL,EMP00058,PLN5969,Annual Leave,AL-PLAN-01,Unpaid,Annual,2020-12-13,2022-12-13,EMP00034,2020-12-13,Active,15,Yes,15.0
ENR8B0XW89T,EMP00058,PLN3309,Sick Leave,SL-PLAN-02,Paid,One-Time,2022-12-20,2025-12-19,EMP00018,2022-12-20,Active,21,Yes,10.0
ENR3LI3CK3C,EMP00059,PLN6440,Casual Leave,CL-PLAN-03,Statutory,Monthly,2023-12-20,2025-12-19,EMP00032,2023-12-20,Pending,21,Yes,10.0
ENRN647U19Q,EMP00059,PLN8876,Unpaid Leave,UL-PLAN-07,Paid,One-Time,2021-03-28,2024-03-27,EMP00043,2021-03-28,Inactive,21,Yes,5.0
ENRAHWNKVQR,EMP00059,PLN8338,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2020-05-01,2023-05-01,EMP00023,2020-05-01,Active,15,Yes,15.0
ENRJJHA2WRU,EMP00060,PLN6718,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2020-12-16,2022-12-16,EMP00034,2020-12-16,Inactive,25,Yes,0.0
ENROZAL08KH,EMP00060,PLN8754,Sick Leave,SL-PLAN-02,Paid,One-Time,2020-07-14,2023-07-14,EMP00007,2020-07-14,Terminated,25,Yes,10.0
ENR0GMTA0DK,EMP00060,PLN1925,Compensatory Off,CO-PLAN-06,Paid,Monthly,2022-03-12,2024-03-11,EMP00013,2022-03-12,Active,12,Yes,0.0
ENRC0H3NYMC,EMP00060,PLN4453,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2020-07-20,2021-07-20,EMP00036,2020-07-20,Inactive,21,Yes,15.0
ENRWENNTT5Q,EMP00061,PLN4157,Annual Leave,AL-PLAN-01,Unpaid,Annual,NOT-A-DATE,2024-12-31,EMP00026,2024-01-01,Terminated,-5,Yes,10.0
ENR82WGJ4XD,EMP00061,PLN9840,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,NOT-A-DATE,2025-08-21,EMP00024,2022-08-22,Pending,-5,Yes,0.0
ENR8O2CQE91,EMP00062,PLN3006,Bereavement Leave,BL-PLAN-08,Paid,Monthly,2022-09-06,2023-09-06,EMP00016,2022-09-06,Pending,30,No,0.0
ENRJ40IFN47,EMP00062,PLN7016,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2020-01-16,2022-01-15,EMP00030,2020-01-16,Inactive,30,Yes,15.0
ENRFAPA6TNI,EMP00062,PLN4645,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2021-07-08,2022-07-08,EMP00009,2021-07-08,Inactive,10,Yes,5.0
ENR7V5DHZFF,EMP00062,PLN6768,Casual Leave,CL-PLAN-03,Paid,Monthly,2020-10-31,2022-10-31,EMP00033,2020-10-31,Pending,15,Yes,
ENRS5X2M79K,EMP00063,PLN3883,Maternity Leave,ML-PLAN-04,Statutory,Annual,2020-07-28,2023-07-28,EMP00016,2020-07-28,Terminated,20,Yes,15.0
ENROYO2Q9WR,EMP00063,PLN4789,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2022-10-15,2023-10-15,EMP00028,2022-10-15,Inactive,18,Yes,5.0
ENRBID4EWXE,EMP00063,PLN8818,Compensatory Off,CO-PLAN-06,Unpaid,Monthly,2022-05-03,2025-05-02,EMP00008,2022-05-03,Inactive,20,No,
ENRVT05T6J0,EMP00063,PLN6331,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2022-06-09,2023-06-09,EMP00039,2022-06-09,Inactive,20,Yes,5.0
ENR8Q7OB8HR,EMP00064,PLN6909,Compensatory Off,CO-PLAN-06,Unpaid,Monthly,2020-06-29,2022-06-29,EMP00013,2020-06-29,Inactive,10,Yes,0.0
ENRLCM195L9,EMP00064,PLN7021,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2021-03-14,2023-03-14,EMP00005,2021-03-14,Pending,12,Yes,
ENRQQCQRJ5Q,EMP00064,PLN9031,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2021-10-30,2023-10-30,EMP00024,2021-10-30,Terminated,18,No,15.0
ENRLI7UKKAN,EMP00065,,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2022-08-05,2024-08-04,EMP00006,2022-08-05,Inactive,30,Yes,
ENRABFOE8C4,EMP00065,,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2020-10-12,2021-10-12,EMP00049,2020-10-12,Active,18,No,15.0
ENRJP8URPGY,EMP00066,PLN8200,Annual Leave,AL-PLAN-01,Paid,Per-Incident,2021-08-26,2022-08-26,EMP00012,2021-08-26,Terminated,20,Yes,10.0
ENRV21OG8VA,EMP00066,PLN5398,Sick Leave,SL-PLAN-02,Paid,Per-Incident,2021-04-24,2024-04-23,EMP00032,2021-04-24,Inactive,18,No,10.0
ENR01PM3IAH,EMP00066,PLN7774,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,2020-09-20,2023-09-20,EMP00042,2020-09-20,Terminated,18,No,10.0
ENRIK0U6MQT,EMP00067,PLN2629,Paternity Leave,INVALID_PLAN_XXX,Statutory,Per-Incident,2023-09-12,2026-09-11,EMP00005,2023-09-12,Pending,25,No,10.0
ENRF3UYMDNJ,EMP00067,PLN4457,Bereavement Leave,INVALID_PLAN_XXX,Unpaid,Monthly,2023-08-13,2026-08-12,EMP00024,2023-08-13,Pending,15,Yes,5.0
ENR3KWHWHFJ,EMP00068,PLN2164,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2023-05-09,2026-05-08,EMP00018,2023-05-09,Pending,10,Yes,15.0
ENRNA6JQJHG,EMP00068,PLN6447,Sick Leave,SL-PLAN-02,Statutory,One-Time,2023-07-29,2026-07-28,EMP00001,2023-07-29,Terminated,18,No,
ENRZ9Y6LTL4,EMP00069,PLN6102,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2020-12-22,2021-12-22,EMP00002,2020-12-22,Active,15,Yes,5.0
ENRNMCLBF7O,EMP00069,PLN1833,Compensatory Off,CO-PLAN-06,Paid,Monthly,2021-06-28,2022-06-28,EMP00013,2021-06-28,Inactive,20,Yes,0.0
ENR8MIU3SLX,EMP00069,PLN9974,Sick Leave,SL-PLAN-02,Statutory,One-Time,2021-04-29,2022-04-29,EMP00019,2021-04-29,Inactive,30,No,10.0
ENRO2L17TZZ,EMP00070,PLN5660,Paternity Leave,PL-PLAN-05,Paid,One-Time,2022-04-06,2023-04-06,EMP00019,2022-04-06,Terminated,12,No,10.0
ENRNQ0S2TIK,EMP00070,PLN1422,Compensatory Off,CO-PLAN-06,Paid,Monthly,2020-03-10,2021-03-10,EMP00036,2020-03-10,Pending,30,Yes,5.0
ENRGVKU3HYT,EMP00070,PLN9340,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2023-04-23,2026-04-22,EMP00008,2023-04-23,Pending,30,Yes,
ENRQHP7L8TY,,PLN7857,Compensatory Off,CO-PLAN-06,Paid,Monthly,2020-02-15,2022-02-14,EMP00005,2020-02-15,Inactive,20,Yes,0.0
ENROGEESAEW,,PLN8368,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2021-07-15,2024-07-14,EMP00043,2021-07-15,Terminated,15,No,
ENRN4JZP431,,PLN1093,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2022-06-03,2025-06-02,EMP00045,2022-06-03,Terminated,18,Yes,
ENR642OXA3N,,PLN7315,Sick Leave,SL-PLAN-02,Paid,Monthly,2021-02-02,2023-02-02,EMP00002,2021-02-02,Terminated,20,Yes,5.0
ENRTOVDJ0EV,EMP00072,PLN5177,Annual Leave,AL-PLAN-01,Paid,Monthly,2021-11-13,2023-11-13,EMP00010,2021-11-13,Terminated,25,Yes,5.0
ENRQT0CKKS5,EMP00072,PLN9982,Maternity Leave,ML-PLAN-04,Paid,Annual,2022-06-13,2023-06-13,EMP00031,2022-06-13,Inactive,21,Yes,0.0
ENRYLFBE282,EMP00072,PLN7121,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2023-05-17,2024-05-16,EMP00045,2023-05-17,Pending,15,Yes,0.0
ENRZDJO98ID,EMP00072,PLN3715,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2022-12-11,2024-12-10,EMP00011,2022-12-11,Pending,30,Yes,10.0
ENR75TH9Q18,EMP00073,,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,NOT-A-DATE,2022-05-28,EMP00014,2022-06-27,Active,18,Yes,15.0
ENRD80F08Y5,EMP00073,,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,NOT-A-DATE,2020-12-04,EMP00013,2021-01-03,Pending,20,Yes,0.0
ENR6XZSD2M7,EMP00074,PLN8593,Bereavement Leave,BL-PLAN-08,Unpaid,Annual,2021-04-05,2022-04-05,EMP00006,2021-04-05,Pending,25,Yes,0.0
ENRDWMFEFD9,EMP00074,PLN9812,Maternity Leave,ML-PLAN-04,Paid,Annual,2020-12-08,2022-12-08,EMP00033,2020-12-08,Active,21,No,10.0
ENRDFP980ED,EMP00074,PLN9843,Sick Leave,SL-PLAN-02,Statutory,Monthly,2021-03-02,2023-03-02,EMP00035,2021-03-02,Terminated,25,No,10.0
ENR51GA7VY6,EMP00074,PLN2553,Casual Leave,CL-PLAN-03,Statutory,Annual,2021-10-02,2022-10-02,EMP00020,2021-10-02,Active,20,No,
ENRMJO6VWS3,EMP00075,PLN6962,Sick Leave,SL-PLAN-02,Statutory,One-Time,2023-03-04,2024-03-03,EMP00017,2023-03-04,Pending,21,No,15.0
ENRCZJG7H4X,EMP00075,PLN9532,Unpaid Leave,UL-PLAN-07,Paid,Monthly,2022-01-13,2025-01-12,EMP00043,2022-01-13,Inactive,10,Yes,10.0
ENRARTIHQIF,EMP00075,PLN9875,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2023-11-07,2024-11-06,EMP00027,2023-11-07,Inactive,20,Yes,10.0
ENRGXVSGR0G,EMP00075,PLN2678,Compensatory Off,CO-PLAN-06,Paid,One-Time,2021-12-01,2022-12-01,EMP00016,2021-12-01,Terminated,25,Yes,15.0
ENRHIDBGIFN,EMP00076,PLN2918,Sick Leave,SL-PLAN-02,Statutory,Per-Incident,2020-07-27,2021-07-27,EMP00020,2020-07-27,Active,12,Yes,0.0
ENRTPJ9IMUW,EMP00076,PLN9643,Casual Leave,CL-PLAN-03,Paid,One-Time,2023-10-12,2025-10-11,EMP00022,2023-10-12,Pending,25,Yes,10.0
ENR7DLLHRIP,EMP00077,PLN2422,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2021-03-12,2023-03-12,EMP00047,2021-03-12,Inactive,20,Yes,15.0
ENRLMFQJXZF,EMP00077,PLN8747,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2021-02-22,2023-02-22,EMP00011,2021-02-22,Terminated,10,Yes,5.0
ENRU4HP65XL,EMP00078,PLN8539,Compensatory Off,CO-PLAN-06,Paid,Annual,2023-03-12,2026-03-11,EMP00019,2023-03-12,Terminated,25,Yes,15.0
ENRNGR9MVWA,EMP00078,PLN3897,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2021-12-30,2022-12-30,EMP00013,2021-12-30,Active,30,Yes,5.0
ENR6GQI67MF,EMP00078,PLN5178,Casual Leave,CL-PLAN-03,Paid,Per-Incident,2020-10-22,2023-10-22,EMP00023,2020-10-22,Terminated,12,Yes,10.0
ENRFB7LW5AK,EMP00078,PLN5475,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2020-09-22,2023-09-22,EMP00030,2020-09-22,Pending,30,Yes,10.0
ENRW9P9NUJA,EMP00079,PLN2564,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2023-01-24,2026-01-23,EMP00048,2023-01-24,Active,15,Yes,10.0
ENRI4YRMK34,EMP00079,PLN5135,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2020-05-25,2023-05-25,EMP00005,2020-05-25,Pending,20,No,15.0
ENRD5375JJD,EMP00079,PLN2232,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2022-12-03,2025-12-02,EMP00047,2022-12-03,Active,10,No,
ENRIM8SAWEP,EMP00080,PLN8002,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2021-06-07,2023-06-07,EMP00013,2021-06-07,Inactive,21,No,10.0
ENRSMKS1BP7,EMP00080,PLN5460,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2023-05-09,2024-05-08,EMP00002,2023-05-09,Inactive,30,Yes,
ENR6YQVVXFC,EMP00080,PLN8316,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2020-03-22,2022-03-22,EMP00001,2020-03-22,Pending,10,Yes,
ENR7X4FSHXE,EMP00081,,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2023-09-11,2026-09-10,EMP00009,2035-01-01,Inactive,25,Yes,5.0
ENR73HLN9DC,EMP00081,,Bereavement Leave,BL-PLAN-08,Paid,Monthly,2023-11-22,2024-11-21,EMP00017,2035-01-01,Pending,18,Yes,10.0
ENRJC7S5HBI,EMP00082,PLN2639,Casual Leave,CL-PLAN-03,Paid,Annual,2022-09-20,2024-09-19,EMP00010,2022-09-20,Terminated,30,Yes,15.0
ENRJ9QZI9SK,EMP00082,PLN4951,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2023-04-29,2025-04-28,EMP00007,2023-04-29,Terminated,20,Yes,10.0
ENR4LBGDJEI,EMP00082,PLN8830,Sick Leave,SL-PLAN-02,Unpaid,Monthly,2023-08-10,2024-08-09,EMP00047,2023-08-10,Inactive,25,Yes,15.0
ENR57WWLM1Z,EMP00082,PLN2465,Annual Leave,AL-PLAN-01,Unpaid,Annual,2021-06-30,2022-06-30,EMP00037,2021-06-30,Active,21,No,0.0
ENRPR96S38A,EMP00083,PLN1282,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2022-05-12,2023-05-12,EMP00006,2022-05-12,Terminated,25,Yes,15.0
ENR511CDN4F,EMP00083,PLN8818,Sick Leave,SL-PLAN-02,Paid,Annual,2021-11-20,2022-11-20,EMP00005,2021-11-20,Terminated,21,Yes,15.0
ENRFOKVR1Y1,EMP00083,PLN3810,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2023-07-22,2024-07-21,EMP00008,2023-07-22,Inactive,18,Yes,5.0
ENRTJXIMPIU,EMP00084,PLN5309,Casual Leave,CL-PLAN-03,Statutory,Monthly,2023-10-01,2024-09-30,EMP00041,2023-10-01,Terminated,15,No,15.0
ENRVHL5IS9D,EMP00084,PLN8545,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,2023-12-31,2026-12-30,EMP00009,2023-12-31,Pending,15,Yes,10.0
ENR4DY6WV1G,EMP00084,PLN7373,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2022-12-03,2025-12-02,EMP00026,2022-12-03,Pending,12,Yes,5.0
ENRLVGYCM5T,EMP00085,PLN1390,Sick Leave,SL-PLAN-02,Statutory,Annual,NOT-A-DATE,2024-09-22,EMP00050,2023-09-23,Active,21,Yes,
ENRQ41BYF9H,EMP00085,PLN5765,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,NOT-A-DATE,2026-03-06,EMP00003,2023-03-07,Terminated,18,Yes,0.0
ENR3REVPYF5,EMP00086,PLN6989,Bereavement Leave,BL-PLAN-08,Paid,Annual,2023-02-28,2025-02-27,EMP00026,2023-02-28,Active,15,No,15.0
ENRBV3G4Q2O,EMP00086,PLN5505,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2021-08-11,2023-08-11,EMP00024,2021-08-11,Active,18,No,15.0
ENR52IY87MG,EMP00086,PLN1922,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2023-09-19,2024-09-18,EMP00003,2023-09-19,Terminated,21,Yes,5.0
ENRERRZL8AK,EMP00086,PLN4843,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2020-12-29,2022-12-29,EMP00014,2020-12-29,Inactive,15,Yes,10.0
ENRNVLIKNMI,EMP00087,PLN1992,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2021-04-11,2022-04-11,EMP00017,2021-04-11,Terminated,18,Yes,5.0
ENROWLW09M4,EMP00087,PLN7796,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2022-12-24,2025-12-23,EMP00030,2022-12-24,Terminated,21,Yes,5.0
ENR52O1Z4I1,EMP00087,PLN1434,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2023-07-13,2026-07-12,EMP00034,2023-07-13,Inactive,20,Yes,5.0
ENRKQSQF46Z,EMP00088,PLN5209,Casual Leave,CL-PLAN-03,Paid,One-Time,2021-05-10,2022-05-10,EMP00028,2021-05-10,Pending,12,Yes,0.0
ENROD9IJRB1,EMP00088,PLN6244,Annual Leave,AL-PLAN-01,Paid,Annual,2020-01-25,2023-01-24,EMP00030,2020-01-25,Terminated,25,Yes,5.0
ENRU5D1WHPK,EMP00088,PLN3338,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2022-10-17,2024-10-16,EMP00046,2022-10-17,Terminated,25,Yes,0.0
ENRFBRETOMD,EMP00089,,Annual Leave,INVALID_PLAN_XXX,Unpaid,One-Time,2023-07-29,2024-07-28,EMP00033,2023-07-29,Terminated,25,No,0.0
ENRXWLHYHLE,EMP00089,,Casual Leave,INVALID_PLAN_XXX,Paid,One-Time,2022-03-07,2025-03-06,EMP00006,2022-03-07,Inactive,10,Yes,0.0
ENR1QKVU9M0,EMP00090,PLN2467,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,2023-09-28,2024-09-27,EMP00005,2023-09-28,Pending,10,Yes,10.0
ENRJQJQORWY,EMP00090,PLN1706,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2020-02-14,2021-02-13,EMP00005,2020-02-14,Active,20,No,5.0
ENRILSGPVN6,EMP00090,PLN4914,Annual Leave,AL-PLAN-01,Statutory,Monthly,2023-10-11,2024-10-10,EMP00031,2023-10-11,Inactive,20,Yes,10.0
ENRZJCI8PYX,EMP00090,PLN7531,Casual Leave,CL-PLAN-03,Paid,Monthly,2020-04-09,2023-04-09,EMP00036,2020-04-09,Pending,15,Yes,0.0
ENR7DECKU7C,EMP00091,PLN2561,Bereavement Leave,BL-PLAN-08,Paid,One-Time,2023-12-22,2023-11-22,EMP00017,2023-12-22,Terminated,-5,Yes,10.0
ENRYA0PPSR5,EMP00091,PLN2598,Unpaid Leave,UL-PLAN-07,Unpaid,Monthly,2022-02-04,2022-01-05,EMP00002,2022-02-04,Inactive,-5,No,5.0
ENRGT37IQ20,EMP00091,PLN4175,Compensatory Off,CO-PLAN-06,Paid,One-Time,2023-05-31,2023-05-01,EMP00006,2023-05-31,Active,-5,No,0.0
ENRKGXAHXS3,EMP00091,PLN5747,Paternity Leave,PL-PLAN-05,Statutory,Monthly,2020-08-17,2020-07-18,EMP00038,2020-08-17,Active,-5,Yes,
ENRCESMLFG4,EMP00092,PLN2749,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2023-04-25,2024-04-24,EMP00029,2023-04-25,Inactive,10,Yes,
ENRL63RT5LB,EMP00092,PLN6565,Bereavement Leave,BL-PLAN-08,Paid,Annual,2023-05-28,2025-05-27,EMP00005,2023-05-28,Pending,18,Yes,5.0
ENRVMKLKSEB,EMP00092,PLN1947,Casual Leave,CL-PLAN-03,Statutory,Annual,2021-03-11,2022-03-11,EMP00042,2021-03-11,Pending,18,Yes,
ENRZMPPVO46,EMP00092,PLN3866,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2022-03-05,2025-03-04,EMP00018,2022-03-05,Pending,25,No,10.0
ENRPXUAFDEQ,EMP00093,PLN9116,Sick Leave,SL-PLAN-02,Unpaid,Per-Incident,2020-01-03,2023-01-02,EMP00019,2020-01-03,Active,25,Yes,5.0
ENRFBLHZQ58,EMP00093,PLN2175,Compensatory Off,CO-PLAN-06,Paid,One-Time,2020-06-05,2023-06-05,EMP00031,2020-06-05,Pending,25,Yes,5.0
ENR1UN6J9UJ,EMP00094,PLN6949,Annual Leave,AL-PLAN-01,Unpaid,Annual,2023-01-03,2026-01-02,EMP00038,2023-01-03,Pending,10,Yes,5.0
ENREAR745XT,EMP00094,PLN6242,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2021-08-22,2024-08-21,EMP00036,2021-08-22,Pending,25,Yes,0.0
ENR3WF3FIQJ,EMP00094,PLN4353,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2022-09-12,2024-09-11,EMP00019,2022-09-12,Pending,12,Yes,0.0
ENRFYZ4NLMK,EMP00095,PLN1820,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2022-01-14,2023-01-14,EMP00021,2022-01-14,Terminated,25,Yes,5.0
ENRV4Y5VWMG,EMP00095,PLN8887,Casual Leave,CL-PLAN-03,Paid,One-Time,2020-11-21,2023-11-21,EMP00002,2020-11-21,Active,25,Yes,10.0
ENR7DNBM0KP,EMP00095,PLN6805,Maternity Leave,ML-PLAN-04,Paid,Monthly,2022-04-29,2025-04-28,EMP00043,2022-04-29,Active,25,No,
ENRU5DTNE14,EMP00096,PLN8417,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2022-12-20,2025-12-19,EMP00034,2022-12-20,Terminated,21,No,15.0
ENR8D51W6Y2,EMP00096,PLN6418,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2021-06-14,2024-06-13,EMP00035,2021-06-14,Terminated,20,No,10.0
ENRK0S3V8CN,EMP00097,,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,NOT-A-DATE,2023-08-28,EMP00022,2020-08-28,Inactive,30,Yes,
ENRXLKTZTU5,EMP00097,,Compensatory Off,CO-PLAN-06,Statutory,Monthly,NOT-A-DATE,2022-01-21,EMP00048,2020-01-22,Pending,30,Yes,5.0
ENRTBLSDQIY,EMP00098,PLN6393,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2021-01-18,2023-01-18,EMP00030,2021-01-18,Active,25,No,15.0
ENRWUV6Y8L9,EMP00098,PLN9830,Maternity Leave,ML-PLAN-04,Unpaid,Monthly,2023-11-27,2026-11-26,EMP00036,2023-11-27,Inactive,12,Yes,
ENRC6A5DVYI,EMP00098,PLN7952,Bereavement Leave,BL-PLAN-08,Paid,Monthly,2020-08-18,2021-08-18,EMP00045,2020-08-18,Pending,18,Yes,15.0
ENRKFKZ94P6,EMP00098,PLN9269,Annual Leave,AL-PLAN-01,Paid,Per-Incident,2020-10-14,2022-10-14,EMP00045,2020-10-14,Active,10,Yes,
ENRRS83W1W8,EMP00099,PLN4809,Paternity Leave,PL-PLAN-05,Statutory,Annual,2022-02-23,2024-02-23,EMP00032,2022-02-23,Pending,20,Yes,
ENR8N30PMCC,EMP00099,PLN5368,Casual Leave,CL-PLAN-03,Statutory,One-Time,2021-05-09,2022-05-09,EMP00037,2021-05-09,Active,18,Yes,15.0
ENRYO6OQVLB,EMP00100,PLN8569,Bereavement Leave,BL-PLAN-08,Paid,Monthly,2020-05-15,2023-05-15,EMP00005,2020-05-15,Active,21,Yes,15.0
ENRDQSLN4YV,EMP00100,PLN6338,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2023-03-24,2026-03-23,EMP00049,2023-03-24,Pending,30,No,
ENRJ34WKND1,EMP00101,PLN7431,Unpaid Leave,UL-PLAN-07,Paid,Monthly,2021-11-10,2024-11-09,EMP00004,2021-11-10,Inactive,20,No,
ENRAGRU7RC5,EMP00101,PLN7374,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2021-10-01,2024-09-30,EMP00018,2021-10-01,Active,21,Yes,15.0
ENRHIE8T0HK,EMP00102,PLN7622,Casual Leave,CL-PLAN-03,Statutory,Monthly,2020-03-15,2021-03-15,EMP00011,2020-03-15,Pending,25,Yes,5.0
ENRO4MSSVOX,EMP00102,PLN6712,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2021-11-30,2023-11-30,EMP00001,2021-11-30,Pending,25,Yes,
ENR2HZ46T7X,EMP00102,PLN1831,Sick Leave,SL-PLAN-02,Statutory,Annual,2021-11-07,2024-11-06,EMP00025,2021-11-07,Terminated,15,No,15.0
ENRCQJ5YF0Y,EMP00102,PLN2428,Annual Leave,AL-PLAN-01,Paid,One-Time,2021-08-22,2022-08-22,EMP00037,2021-08-22,Terminated,20,Yes,0.0
ENRLSN31MP0,EMP00103,PLN1315,Annual Leave,AL-PLAN-01,Unpaid,Annual,2022-11-27,2023-11-27,EMP00028,2022-11-27,Inactive,12,Yes,0.0
ENRMSICSP7O,EMP00103,PLN9988,Sick Leave,SL-PLAN-02,Statutory,Annual,2022-09-14,2025-09-13,EMP00014,2022-09-14,Inactive,10,Yes,5.0
ENR85X70ONM,EMP00103,PLN7242,Bereavement Leave,BL-PLAN-08,Paid,One-Time,2020-03-31,2021-03-31,EMP00045,2020-03-31,Pending,30,Yes,5.0
ENR64SGK0VZ,EMP00103,PLN4420,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2022-10-11,2024-10-10,EMP00024,2022-10-11,Pending,20,No,5.0
ENRASPG9Y4K,EMP00104,PLN3788,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,2022-12-27,2023-12-27,EMP00014,2022-12-27,Pending,15,No,0.0
ENRCM2K9BM6,EMP00104,PLN2143,Annual Leave,AL-PLAN-01,Paid,Monthly,2020-08-22,2023-08-22,EMP00001,2020-08-22,Inactive,15,Yes,
ENR3USF94H1,EMP00104,PLN5679,Casual Leave,CL-PLAN-03,Paid,Monthly,2021-11-20,2024-11-19,EMP00040,2021-11-20,Active,15,Yes,0.0
ENR5IOAU8I7,EMP00104,PLN9322,Compensatory Off,CO-PLAN-06,Unpaid,One-Time,2020-08-30,2023-08-30,EMP00010,2020-08-30,Inactive,15,No,10.0
