summary_id,employee_id,month_year,working_days,days_present,days_absent,days_wfh,late_arrivals,early_departures,overtime_hours,total_hours_logged,attendance_pct,leave_days_taken,loss_of_pay_days,department,shift,approved_by
ATT115XS3LA,EMP00039,2023-05,22,17,5,3,0,2,13.0,149.0,77.3,1,2,Operations,Day,EMP00024
ATTWYL2SQQY,EMP00169,2024-05,22,25,2,8,4,2,4.9,164.9,90.9,2,1,Engineering,Day,EMP00017
ATT28SIRMQ9,EMP00016,2024-12,22,15,7,8,3,1,1.9,121.9,68.2,0,0,Product,Day,EMP00031
ATTRN2B9UW1,EMP00402,2023-06,23,22,1,3,3,2,9.5,185.5,95.7,0,1,Engineering,Day,EMP00039
ATTXZ17HY6Q,,2023-01,22,19,3,1,4,3,17.8,169.8,86.4,3,0,Marketing,Day,EMP00017
ATTOJXASO8A,EMP00320,2023-02,20,18,2,9,0,1,1.3,145.3,150.0,2,2,Engineering,Day,EMP00029
ATT1F5M14I0,EMP00786,2024-04,20,15,5,10,1,0,16.9,136.9,75.0,0,2,Engineering,Flexible,EMP00005
ATTUQ0IBYSZ,EMP00605,2024-08,22,16,6,3,3,1,17.6,145.6,72.7,5,0,Engineering,Night,EMP00043
ATTK968MH9U,EMP00259,2023-12,20,16,-1,9,1,2,5.2,133.2,80.0,4,2,Legal,Day,EMP00032
ATTY85K45D4,EMP00011,2023-06,23,22,1,2,3,3,9.2,185.2,95.7,0,0,Human Resources,Day,EMP00021
ATTYBI48ENT,EMP00248,2024-10,22,26,0,8,4,3,15.6,191.6,100.0,0,1,Sales,Day,EMP00011
ATT1URY44HI,EMP00546,2025-04,0,15,5,3,0,2,19.8,139.8,75.0,5,1,Product,Day,EMP00022
ATTJ6KWAKHQ,EMP00370,2024-02,20,15,5,4,1,1,7.5,127.5,75.0,4,0,Engineering,Night,EMP00050
ATTBFS2KGXX,EMP00693,2024-12,22,16,6,10,4,3,15.2,143.2,72.7,5,2,Finance,Day,EMP00018
ATTP0IVN0Q1,EMP00518,2024-03,21,19,2,1,2,3,3.2,155.2,90.5,1,2,Sales,Night,EMP00040
ATTHV136TCU,EMP00081,2024-06,20,20,0,6,4,3,10.3,170.3,100.0,0,2,Marketing,Day,EMP00004
ATTHQHEVOX5,EMP00173,2023-11,22,18,4,0,5,1,15.2,159.2,81.8,2,0,Marketing,Night,EMP00025
ATT0AIRPD4W,EMP00230,2024-08,20,15,5,0,25,2,-5.0,136.9,75.0,0,1,Operations,Night,EMP00040
ATT5BRK88PC,EMP00141,2025-04,20,17,3,3,4,0,1.5,137.5,85.0,1,0,Marketing,Day,EMP00008
ATTYCN05MTT,EMP00491,2025-01,20,23,2,9,4,2,5.1,149.1,90.0,2,0,Product,Night,EMP00050
ATTCS3X68LU,EMP00629,2024-02,20,15,5,4,5,1,6.4,126.4,75.0,3,1,Operations,Day,EMP00024
ATTCQN6FSYK,,2024-08,20,18,-1,3,3,3,14.6,158.6,90.0,1,0,Sales,Flexible,EMP00015
ATT8IC6RBYU,EMP00287,2023-06,22,16,6,1,0,2,4.3,132.3,72.7,0,0,Legal,Flexible,EMP00022
ATTFFFPJCQA,EMP00272,2025-06,23,17,6,4,1,2,14.5,150.5,73.9,0,2,Marketing,Day,EMP00003
ATT8D07K4VI,EMP00204,2024-02,22,18,4,9,0,0,17.4,161.4,81.8,1,1,Legal,Night,EMP00047
ATTD2BILYAA,EMP00797,2023-07,23,18,5,8,1,1,14.3,158.3,78.3,3,0,Sales,Night,EMP00047
ATT6XE5ELGZ,EMP00443,2023-06,20,15,5,4,4,1,5.5,125.5,75.0,2,1,Legal,Day,EMP00040
ATT1LEVPIXK,EMP00393,2024-03,23,16,7,0,1,1,16.7,144.7,69.6,5,1,Sales,Day,EMP00040
ATTX12CRJQZ,EMP00435,2025-03,21,24,1,0,2,0,15.5,,95.2,0,1,Finance,Day,EMP00042
ATTQ76P3WZ9,EMP00619,2023-08,23,21,2,8,4,2,7.4,175.4,91.3,1,2,Sales,Day,EMP00038
ATTW6ZILCCU,EMP00211,2024-11,21,18,3,8,5,3,16.0,160.0,85.7,1,2,Product,Day,EMP00003
ATT3GED0OO1,EMP00201,2023-08,20,20,0,1,3,1,4.2,164.2,100.0,0,1,Legal,Day,EMP00032
ATTN6WZTNTF,EMP00165,2025-05,22,15,7,4,5,2,1.2,121.2,68.2,6,1,Legal,Day,EMP00048
ATTSH4VZ2O1,EMP00754,2024-05,21,19,2,0,3,1,4.4,156.4,150.0,2,1,Engineering,Day,EMP00048
ATT0NUBWGG7,EMP00538,2024-03,21,20,-1,1,4,0,9.4,169.4,95.2,0,0,Product,Day,EMP00035
ATTVW4JLD0J,EMP00083,2024-03,20,18,2,2,5,1,16.2,160.2,90.0,2,2,Marketing,Flexible,EMP00040
ATTYTD6A6O3,EMP00375,2023-11,23,19,4,9,2,0,10.8,162.8,82.6,0,0,Legal,Day,EMP00030
ATTTJLHWITH,EMP00300,2024-06,22,25,4,7,4,1,18.8,162.8,81.8,1,0,Marketing,Day,EMP00011
ATTI4LW5YX6,,2023-01,20,19,1,5,1,0,16.2,168.2,95.0,0,1,Engineering,Day,EMP00001
ATT6LF9F919,EMP00776,2024-03,20,20,0,2,4,0,-5.0,170.5,100.0,0,1,Product,Day,EMP00029
ATT0TCZA1ZW,EMP00518,2023-03,20,19,1,1,5,3,5.4,157.4,95.0,1,1,Human Resources,Flexible,EMP00039
ATTFJCHLJ0W,EMP00200,2023-09,23,23,0,3,3,0,12.1,196.1,100.0,0,0,Product,Flexible,EMP00041
ATTKL8RRVRP,EMP00154,2024-01,22,20,2,5,1,2,16.3,176.3,90.9,0,0,Marketing,Day,EMP00025
ATTNX7OB3S5,EMP00458,2025-02,22,21,1,4,0,3,8.6,176.6,95.5,1,1,Product,Day,EMP00014
ATT5PB4XWL9,EMP00064,2023-04,20,17,3,3,3,1,6.8,142.8,85.0,0,1,Product,Flexible,EMP00017
ATTBXH6F0NE,EMP00128,2023-06,20,16,4,8,2,1,7.7,135.7,80.0,1,0,Human Resources,Day,EMP00046
ATT2PIBAWBM,EMP00620,2025-04,21,26,5,2,0,2,17.7,145.7,76.2,1,0,Sales,Day,EMP00030
ATTZDT9W50L,EMP00364,2024-05,23,21,-1,6,4,0,6.6,174.6,91.3,1,0,Operations,Day,EMP00021
ATT34QRBL5H,EMP00330,2024-11,22,18,4,0,4,2,9.8,153.8,81.8,4,0,Legal,Flexible,EMP00024
ATT7BLS9G4T,EMP00703,2024-07,0,19,2,1,5,3,0.5,152.5,90.5,1,0,Finance,Day,EMP00044
ATTA116E92H,EMP00307,2024-03,21,15,6,2,2,0,7.2,127.2,71.4,4,2,Sales,Night,EMP00044
ATTESINM9WC,EMP00722,2024-04,20,20,0,4,4,2,7.6,167.6,100.0,0,2,Sales,Day,EMP00017
ATTUZUEVW27,EMP00753,2025-02,20,15,5,0,0,0,9.4,129.4,75.0,4,1,Finance,Day,EMP00039
ATTXOAO8PTA,EMP00788,2023-06,23,19,4,8,1,0,18.0,170.0,82.6,4,1,Legal,Night,EMP00007
ATT9ZJ7T73A,EMP00750,2025-05,23,15,8,5,5,3,7.5,127.5,65.2,5,0,Operations,Flexible,EMP00012
ATTZIM4Q8FK,,2025-03,22,27,3,0,2,3,2.2,154.2,86.4,1,0,Engineering,Flexible,EMP00029
ATTTIL6C0HB,EMP00796,2024-01,23,17,6,0,0,2,0.5,136.5,73.9,6,1,Product,Day,EMP00013
ATT7UDM0XNC,EMP00696,2024-01,23,20,3,7,4,2,16.4,176.4,87.0,2,1,Sales,Day,EMP00049
ATTDM9W1MIL,EMP00476,2023-10,22,20,2,9,0,1,5.5,165.5,90.9,1,1,Finance,Night,EMP00044
ATTOWU6FZAN,EMP00466,2023-08,21,21,0,8,3,2,1.5,169.5,100.0,0,0,Engineering,Flexible,EMP00033
ATT5M0NSKD2,EMP00050,2024-08,23,16,-1,0,2,1,0.4,128.4,69.6,3,0,Marketing,Night,EMP00018
ATTU376SH0B,EMP00528,2024-08,22,17,5,0,27,1,-5.0,,150.0,3,1,Engineering,Flexible,EMP00034
ATTYVB2W4N1,EMP00143,2023-06,23,23,0,0,2,2,1.8,185.8,100.0,0,2,Product,Day,EMP00043
ATTHD0ZM3VM,EMP00633,2025-04,21,18,3,8,5,3,15.5,159.5,85.7,1,0,Sales,Night,EMP00038
ATTAG2I0H00,EMP00398,2023-12,22,26,6,7,2,0,5.7,133.7,72.7,6,1,Finance,Day,EMP00020
ATTDUJX5ESO,EMP00507,2024-04,21,19,2,3,4,3,18.8,170.8,90.5,0,0,Finance,Day,EMP00033
ATT0D477SN6,EMP00740,2025-02,20,20,0,9,4,0,1.6,161.6,100.0,0,0,Product,Day,EMP00004
ATTMM7F1ONM,EMP00559,2025-04,23,17,6,3,0,0,7.9,143.9,73.9,3,0,Operations,Day,EMP00015
ATT2UB54HZ0,EMP00800,2023-10,20,19,1,2,3,3,5.1,157.1,95.0,1,2,Product,Day,EMP00004
ATT8FCQ1H0C,EMP00335,2024-01,20,19,1,9,3,3,11.4,163.4,95.0,1,1,Sales,Flexible,EMP00026
ATT5QOFBU1D,EMP00205,2024-09,21,20,1,5,2,0,1.0,161.0,95.2,1,1,Marketing,Flexible,EMP00032
ATT7BVQLZKL,EMP00181,2024-06,20,19,1,5,5,1,7.4,159.4,95.0,0,0,Marketing,Flexible,EMP00026
ATTI08KFR96,,2025-02,22,17,5,5,4,0,6.1,142.1,77.3,4,0,Sales,Day,EMP00035
ATTDX0FQ5HN,EMP00654,2023-10,20,23,-1,1,5,1,7.5,143.5,85.0,0,0,Product,Day,EMP00039
ATTO22KKXWH,EMP00057,2024-01,23,20,3,5,3,0,12.5,172.5,87.0,2,2,Marketing,Day,EMP00050
ATT0MXA9SVO,EMP00123,2023-10,20,15,5,5,3,0,8.6,128.6,75.0,1,1,Engineering,Day,EMP00022
ATT8HL7WSKC,EMP00594,2024-04,23,15,8,5,4,1,1.5,121.5,65.2,2,1,Marketing,Day,EMP00030
ATTBQX7BG6J,EMP00755,2023-05,22,19,3,4,3,2,9.1,161.1,86.4,2,1,Marketing,Night,EMP00016
ATT4MSZCKIZ,EMP00134,2023-02,23,20,3,4,2,1,9.0,169.0,87.0,1,0,Operations,Night,EMP00020
ATT2OGPBFNW,EMP00114,2024-11,21,16,5,5,4,3,10.6,138.6,76.2,1,1,Sales,Day,EMP00007
ATTDTR7B1UD,EMP00512,2024-05,22,21,1,6,3,0,7.1,175.1,95.5,0,1,Human Resources,Flexible,EMP00021
ATT9NZVTM89,EMP00204,2023-01,20,18,2,2,5,0,12.1,156.1,90.0,2,2,Engineering,Night,EMP00005
ATTO1FFQYCY,EMP00599,2024-06,21,26,5,7,0,2,15.7,143.7,76.2,0,0,Human Resources,Flexible,EMP00007
ATTCHKUD4AN,EMP00149,2024-08,22,16,6,10,2,1,-5.0,145.2,72.7,0,1,Product,Day,EMP00024
ATT76HB3TYZ,EMP00353,2023-04,23,17,6,5,1,3,19.4,155.4,73.9,0,1,Operations,Day,EMP00020
ATT2CWFYT5F,EMP00254,2023-09,22,18,4,1,4,0,3.9,147.9,81.8,4,1,Legal,Night,EMP00012
ATTQAJW184U,EMP00500,2025-01,21,15,-1,9,0,1,17.7,137.7,71.4,3,2,Legal,Day,EMP00048
